PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30507226","Relapse prevention in abstinent alcoholics by cognitive bias modification: Clinical effects of combining approach bias modification and attention bias modification","Rinck M, Wiers RW, Becker ES, Lindenmeyer J.","J Consult Clin Psychol. 2018 Dec;86(12):1005-1016. doi: 10.1037/ccp0000321.","Rinck M","J Consult Clin Psychol","2018","2018/12/04","","","10.1037/ccp0000321"
"26892837","Drawn to danger: trait anger predicts automatic approach behaviour to angry faces","Veenstra L, Schneider IK, Bushman BJ, Koole SL.","Cogn Emot. 2017 Jun;31(4):765-771. doi: 10.1080/02699931.2016.1150256. Epub 2016 Feb 19.","Veenstra L","Cogn Emot","2017","2016/02/20","","","10.1080/02699931.2016.1150256"
"27786172","Phasic dopamine release in the rat nucleus accumbens predicts approach and avoidance performance","Gentry RN, Lee B, Roesch MR.","Nat Commun. 2016 Oct 27;7:13154. doi: 10.1038/ncomms13154.","Gentry RN","Nat Commun","2016","2016/10/28","PMC5095290","","10.1038/ncomms13154"
"34662602","Healthiness matters: Approach motivation for healthy food in overweight and obese individuals","Moore S, Rudaizky D, MacLeod C, Dondzilo L.","Appetite. 2021 Oct 16;168:105760. doi: 10.1016/j.appet.2021.105760. Online ahead of print.","Moore S","Appetite","2021","2021/10/18","","","10.1016/j.appet.2021.105760"
"33790829","Let Me Make You Happy, and I'll Tell You How You Look Around: Using an Approach-Avoidance Task as an Embodied Emotion Prime in a Free-Viewing Task","Czeszumski A, Albers F, Walter S, König P.","Front Psychol. 2021 Mar 15;12:604393. doi: 10.3389/fpsyg.2021.604393. eCollection 2021.","Czeszumski A","Front Psychol","2021","2021/04/01","PMC8005526","","10.3389/fpsyg.2021.604393"
"25526597","Effects of cognitive bias modification training on neural alcohol cue reactivity in alcohol dependence","Wiers CE, Stelzel C, Gladwin TE, Park SQ, Pawelczack S, Gawron CK, Stuke H, Heinz A, Wiers RW, Rinck M, Lindenmeyer J, Walter H, Bermpohl F.","Am J Psychiatry. 2015 Apr;172(4):335-43. doi: 10.1176/appi.ajp.2014.13111495. Epub 2014 Dec 19.","Wiers CE","Am J Psychiatry","2015","2014/12/20","","","10.1176/appi.ajp.2014.13111495"
"32456783","Corrigendum to ""Dissociative effects of dorsomedial striatum D1 and D2 receptor antagonism in the regulation of anxiety and learned approach-avoidance conflict decision-makingˮ [Neuropharmacology 146 (2019) 222-230]","Nguyen D, Alushaj E, Erb S, Ito R.","Neuropharmacology. 2020 Aug 15;173:108154. doi: 10.1016/j.neuropharm.2020.108154. Epub 2020 May 23.","Nguyen D","Neuropharmacology","2020","2020/05/28","","","10.1016/j.neuropharm.2020.108154"
"34157656","Grab it or not? Measuring avoidance of spiders with touchscreen-based hand movements","Rinck M, Dapprich A, Lender A, Kahveci S, Blechert J.","J Behav Ther Exp Psychiatry. 2021 Dec;73:101670. doi: 10.1016/j.jbtep.2021.101670. Epub 2021 Jun 16.","Rinck M","J Behav Ther Exp Psychiatry","2021","2021/06/22","","","10.1016/j.jbtep.2021.101670"
"25922296","Motivational and control mechanisms underlying adolescent cannabis use disorders: A prospective study","Cousijn J, van Benthem P, van der Schee E, Spijkerman R.","Dev Cogn Neurosci. 2015 Dec;16:36-45. doi: 10.1016/j.dcn.2015.04.001. Epub 2015 Apr 14.","Cousijn J","Dev Cogn Neurosci","2015","2015/04/30","PMC6989823","","10.1016/j.dcn.2015.04.001"
"21389338","Retraining automatic action tendencies changes alcoholic patients' approach bias for alcohol and improves treatment outcome","Wiers RW, Eberl C, Rinck M, Becker ES, Lindenmeyer J.","Psychol Sci. 2011 Apr;22(4):490-7. doi: 10.1177/0956797611400615. Epub 2011 Mar 9.","Wiers RW","Psychol Sci","2011","2011/03/11","","","10.1177/0956797611400615"
"28974265","Effectiveness of two web-based cognitive bias modification interventions targeting approach and attentional bias in gambling problems: study protocol for a pilot randomised controlled trial","Boffo M, Willemen R, Pronk T, Wiers RW, Dom G.","Trials. 2017 Oct 3;18(1):452. doi: 10.1186/s13063-017-2190-2.","Boffo M","Trials","2017","2017/10/05","PMC5627491","","10.1186/s13063-017-2190-2"
"29882616","Evaluation of an approach-avoidance training intervention for children and adolescents with obesity: A randomized placebo-controlled prospective trial","Warschburger P, Gmeiner M, Morawietz M, Rinck M.","Eur Eat Disord Rev. 2018 Sep;26(5):472-482. doi: 10.1002/erv.2607. Epub 2018 Jun 8.","Warschburger P","Eur Eat Disord Rev","2018","2018/06/09","","","10.1002/erv.2607"
"31540606","Feasibility and acceptability of approach bias modification during methamphetamine withdrawal and related methamphetamine use outcomes","Manning V, Garfield JBB, Mroz K, Campbell SC, Piercy H, Staiger PK, Lum JAG, Lubman DI, Verdejo-Garcia A.","J Subst Abuse Treat. 2019 Nov;106:12-18. doi: 10.1016/j.jsat.2019.07.008. Epub 2019 Jul 19.","Manning V","J Subst Abuse Treat","2019","2019/09/22","","","10.1016/j.jsat.2019.07.008"
"33970903","Computational phenotyping of brain-behavior dynamics underlying approach-avoidance conflict in major depressive disorder","Pedersen ML, Ironside M, Amemori KI, McGrath CL, Kang MS, Graybiel AM, Pizzagalli DA, Frank MJ.","PLoS Comput Biol. 2021 May 10;17(5):e1008955. doi: 10.1371/journal.pcbi.1008955. eCollection 2021 May.","Pedersen ML","PLoS Comput Biol","2021","2021/05/10","PMC8136861","","10.1371/journal.pcbi.1008955"
"23218805","Approach bias modification in alcohol dependence: do clinical effects replicate and for whom does it work best?","Eberl C, Wiers RW, Pawelczack S, Rinck M, Becker ES, Lindenmeyer J.","Dev Cogn Neurosci. 2013 Apr;4:38-51. doi: 10.1016/j.dcn.2012.11.002. Epub 2012 Nov 14.","Eberl C","Dev Cogn Neurosci","2013","2012/12/11","PMC6987692","","10.1016/j.dcn.2012.11.002"
"26343605","Converging evidence of social avoidant behavior in schizophrenia from two approach-avoidance tasks","de la Asuncion J, Docx L, Sabbe B, Morrens M, de Bruijn ER.","J Psychiatr Res. 2015 Oct;69:135-41. doi: 10.1016/j.jpsychires.2015.08.008. Epub 2015 Aug 10.","de la Asuncion J","J Psychiatr Res","2015","2015/09/08","","","10.1016/j.jpsychires.2015.08.008"
"26383549","Possible End to an Endless Quest? Cognitive Bias Modification for Excessive Multiplayer Online Gamers","Rabinovitz S, Nagar M.","Cyberpsychol Behav Soc Netw. 2015 Oct;18(10):581-7. doi: 10.1089/cyber.2015.0173. Epub 2015 Sep 18.","Rabinovitz S","Cyberpsychol Behav Soc Netw","2015","2015/09/19","","","10.1089/cyber.2015.0173"
"28601697","Approaching contamination-related stimuli with an implicit Approach-Avoidance Task: Can it reduce OCD symptoms? An online pilot study","Weil R, Feist A, Moritz S, Wittekind CE.","J Behav Ther Exp Psychiatry. 2017 Dec;57:180-188. doi: 10.1016/j.jbtep.2017.05.007. Epub 2017 May 30.","Weil R","J Behav Ther Exp Psychiatry","2017","2017/06/12","","","10.1016/j.jbtep.2017.05.007"
"30640147","The impact of sexual self-concept ambiguity on alcohol approach bias and consumption","Talley AE, Fleming K, Hancock DW, Sher KJ.","Addict Behav. 2019 May;92:155-160. doi: 10.1016/j.addbeh.2018.12.033. Epub 2018 Dec 27.","Talley AE","Addict Behav","2019","2019/01/15","PMC7065725","NIHMS1010208","10.1016/j.addbeh.2018.12.033"
"17126289","Approach and avoidance in fear of spiders","Rinck M, Becker ES.","J Behav Ther Exp Psychiatry. 2007 Jun;38(2):105-20. doi: 10.1016/j.jbtep.2006.10.001. Epub 2006 Nov 28.","Rinck M","J Behav Ther Exp Psychiatry","2007","2006/11/28","","","10.1016/j.jbtep.2006.10.001"
"25808719","Acute Effects of Intoxication and Arousal on Approach/Avoidance Biases Toward Sexual Risk Stimuli in Heterosexual Men","Simons JS, Maisto SA, Wray TB, Emery NN.","Arch Sex Behav. 2016 Jan;45(1):43-51. doi: 10.1007/s10508-014-0477-x. Epub 2015 Mar 26.","Simons JS","Arch Sex Behav","2016","2015/03/27","PMC4583824","NIHMS675536","10.1007/s10508-014-0477-x"
"27692021","Effects of Brief Behavioural Activation on Approach and Avoidance Tendencies in Acute Depression: Preliminary Findings","Nasrin F, Rimes K, Reinecke A, Rinck M, Barnhofer T.","Behav Cogn Psychother. 2017 Jan;45(1):58-72. doi: 10.1017/S1352465816000394. Epub 2016 Oct 3.","Nasrin F","Behav Cogn Psychother","2017","2016/10/04","","","10.1017/S1352465816000394"
"23088407","The interaction of approach-alcohol action tendencies, working memory capacity, and current task goals predicts the inability to regulate drinking behavior","Sharbanee JM, Stritzke WG, Wiers RW, Young P, Rinck M, MacLeod C.","Psychol Addict Behav. 2013 Sep;27(3):649-61. doi: 10.1037/a0029982. Epub 2012 Oct 22.","Sharbanee JM","Psychol Addict Behav","2013","2012/10/24","","","10.1037/a0029982"
"23604335","Automatic approach bias towards smoking cues is present in smokers but not in ex-smokers","Wiers CE, Kühn S, Javadi AH, Korucuoglu O, Wiers RW, Walter H, Gallinat J, Bermpohl F.","Psychopharmacology (Berl). 2013 Sep;229(1):187-97. doi: 10.1007/s00213-013-3098-5. Epub 2013 Apr 19.","Wiers CE","Psychopharmacology (Berl)","2013","2013/04/23","","","10.1007/s00213-013-3098-5"
"21309954","Sex and estrous cycle differences in cocaine-induced approach-avoidance conflict","Kerstetter KA, Su ZI, Ettenberg A, Kippin TE.","Addict Biol. 2013 Mar;18(2):222-9. doi: 10.1111/j.1369-1600.2010.00292.x. Epub 2011 Feb 11.","Kerstetter KA","Addict Biol","2013","2011/02/12","PMC3962662","NIHMS571722","10.1111/j.1369-1600.2010.00292.x"
"30601828","Putting out the blaze: The neural mechanisms underlying sexual inhibition","Rodriguez-Nieto G, Sack AT, Dewitte M, Emmerling F, Schuhmann T.","PLoS One. 2019 Jan 2;14(1):e0208809. doi: 10.1371/journal.pone.0208809. eCollection 2019.","Rodriguez-Nieto G","PLoS One","2019","2019/01/03","PMC6314635","","10.1371/journal.pone.0208809"
"29305890","Computer training of attention and inhibition for youngsters with obesity: A pilot study","Verbeken S, Braet C, Naets T, Houben K, Boendermaker W; Zeepreventorium vzw.","Appetite. 2018 Apr 1;123:439-447. doi: 10.1016/j.appet.2017.12.029. Epub 2018 Jan 3.","Verbeken S","Appetite","2018","2018/01/07","","","10.1016/j.appet.2017.12.029"
"34103543","Defensive freezing and its relation to approach-avoidance decision-making under threat","Klaassen FH, Held L, Figner B, O'Reilly JX, Klumpers F, de Voogd LD, Roelofs K.","Sci Rep. 2021 Jun 8;11(1):12030. doi: 10.1038/s41598-021-90968-z.","Klaassen FH","Sci Rep","2021","2021/06/09","PMC8187589","","10.1038/s41598-021-90968-z"
"18066535","Effects of a low dose of alcohol on cognitive biases and craving in heavy drinkers","Schoenmakers T, Wiers RW, Field M.","Psychopharmacology (Berl). 2008 Mar;197(1):169-78. doi: 10.1007/s00213-007-1023-5. Epub 2007 Dec 8.","Schoenmakers T","Psychopharmacology (Berl)","2008","2007/12/11","PMC2493055","UKMS1438","10.1007/s00213-007-1023-5"
"25592403","Combined effects of cognitive bias for food cues and poor inhibitory control on unhealthy food intake","Kakoschke N, Kemps E, Tiggemann M.","Appetite. 2015 Apr;87:358-64. doi: 10.1016/j.appet.2015.01.004. Epub 2015 Jan 12.","Kakoschke N","Appetite","2015","2015/01/17","","","10.1016/j.appet.2015.01.004"
"25642828","Carefully encoding approach/avoidance body locomotion with interpersonal conduct in narrated interactions","Marrero H, Gámez E, Díaz JM, Urrutia M, de Vega M.","Can J Exp Psychol. 2015 Jun;69(2):190-9. doi: 10.1037/cep0000046. Epub 2015 Feb 2.","Marrero H","Can J Exp Psychol","2015","2015/02/03","","","10.1037/cep0000046"
"27496787","Explicit and implicit approach vs. avoidance tendencies towards high vs. low calorie food cues in patients with anorexia nervosa and healthy controls","Paslakis G, Kühn S, Schaubschläger A, Schieber K, Röder K, Rauh E, Erim Y.","Appetite. 2016 Dec 1;107:171-179. doi: 10.1016/j.appet.2016.08.001. Epub 2016 Aug 2.","Paslakis G","Appetite","2016","2016/08/07","","","10.1016/j.appet.2016.08.001"
"28131628","Latent variable analysis of positive and negative valence processing focused on symptom and behavioral units of analysis in mood and anxiety disorders","Paulus MP, Stein MB, Craske MG, Bookheimer S, Taylor CT, Simmons AN, Sidhu N, Young KS, Fan B.","J Affect Disord. 2017 Jul;216:17-29. doi: 10.1016/j.jad.2016.12.046. Epub 2017 Jan 11.","Paulus MP","J Affect Disord","2017","2017/01/30","PMC5471118","NIHMS847073","10.1016/j.jad.2016.12.046"
"24709484","""Yummy"" versus ""Yucky""! Explicit and implicit approach-avoidance motivations towards appealing and disgusting foods","Piqueras-Fiszman B, Kraus AA, Spence C.","Appetite. 2014 Jul;78:193-202. doi: 10.1016/j.appet.2014.03.029. Epub 2014 Apr 4.","Piqueras-Fiszman B","Appetite","2014","2014/04/09","","","10.1016/j.appet.2014.03.029"
"28196348","Investigation of implicit avoidance of displacement-related stimuli in offspring of trauma exposed, forcibly-displaced individuals","Wittekind CE, Muhtz C, Moritz S, Jelinek L.","J Anxiety Disord. 2017 Apr;47:21-28. doi: 10.1016/j.janxdis.2017.02.002. Epub 2017 Feb 3.","Wittekind CE","J Anxiety Disord","2017","2017/02/15","","","10.1016/j.janxdis.2017.02.002"
"31003487","Unhealthy yet Avoidable-How Cognitive Bias Modification Alters Behavioral and Brain Responses to Food Cues in Individuals with Obesity","Mehl N, Morys F, Villringer A, Horstmann A.","Nutrients. 2019 Apr 18;11(4):874. doi: 10.3390/nu11040874.","Mehl N","Nutrients","2019","2019/04/21","PMC6521098","","10.3390/nu11040874"
"28953225","Explicit and Implicit Approach vs. Avoidance Tendencies towards High vs. Low Calorie Food Cues in Patients with Obesity and Active Binge Eating Disorder","Paslakis G, Kühn S, Grunert S, Erim Y.","Nutrients. 2017 Sep 27;9(10):1068. doi: 10.3390/nu9101068.","Paslakis G","Nutrients","2017","2017/09/28","PMC5691685","","10.3390/nu9101068"
"30786258","Are periaqueductal gray and dorsal raphe the foundation of appetitive and aversive control? A comprehensive review","Silva C, McNaughton N.","Prog Neurobiol. 2019 Jun;177:33-72. doi: 10.1016/j.pneurobio.2019.02.001. Epub 2019 Feb 17.","Silva C","Prog Neurobiol","2019","2019/02/21","","","10.1016/j.pneurobio.2019.02.001"
"28034445","Higher threat avoidance costs reduce avoidance behaviour which in turn promotes fear extinction in humans","Rattel JA, Miedl SF, Blechert J, Wilhelm FH.","Behav Res Ther. 2017 Sep;96:37-46. doi: 10.1016/j.brat.2016.12.010. Epub 2016 Dec 15.","Rattel JA","Behav Res Ther","2017","2016/12/31","","","10.1016/j.brat.2016.12.010"
"29188755","Approach and Avoidance Tendencies Toward Picture Stimuli of (Pre-)Pubescent Children and Adults: An Investigation in Pedophilic and Nonpedophilic Samples","Weidacker K, Kärgel C, Massau C, Weiß S, Kneer J, Krueger THC, Schiffer B.","Sex Abuse. 2018 Oct;30(7):781-802. doi: 10.1177/1079063217697134. Epub 2017 Mar 20.","Weidacker K","Sex Abuse","2018","2017/12/01","","","10.1177/1079063217697134"
"22266073","Treatment sensitivity of implicit threat evaluation, avoidance tendency and visual working memory bias in specific phobia","Reinecke A, Soltau C, Hoyer J, Becker ES, Rinck M.","J Anxiety Disord. 2012 Mar;26(2):321-8. doi: 10.1016/j.janxdis.2011.12.010. Epub 2011 Dec 28.","Reinecke A","J Anxiety Disord","2012","2012/01/24","","","10.1016/j.janxdis.2011.12.010"
"25692468","""A cigarette a day keeps the goodies away"": smokers show automatic approach tendencies for smoking--but not for food-related stimuli","Machulska A, Zlomuzica A, Adolph D, Rinck M, Margraf J.","PLoS One. 2015 Feb 18;10(2):e0116464. doi: 10.1371/journal.pone.0116464. eCollection 2015.","Machulska A","PLoS One","2015","2015/02/19","PMC4333198","","10.1371/journal.pone.0116464"
"33964028","The effects of psychological stress on approach tendencies for smoking-related cues in smokers","Zlomuzica A, Lange M, Reher S, Machulska A, Rinck M.","Eur J Neurosci. 2021 May 8. doi: 10.1111/ejn.15295. Online ahead of print.","Zlomuzica A","Eur J Neurosci","2021","2021/05/08","","","10.1111/ejn.15295"
"34083701","Long-term stability of computational parameters during approach-avoidance conflict in a transdiagnostic psychiatric patient sample","Smith R, Kirlic N, Stewart JL, Touthang J, Kuplicki R, McDermott TJ, Taylor S, Khalsa SS, Paulus MP, Aupperle RL.","Sci Rep. 2021 Jun 3;11(1):11783. doi: 10.1038/s41598-021-91308-x.","Smith R","Sci Rep","2021","2021/06/04","PMC8175390","","10.1038/s41598-021-91308-x"
"27606828","Moving threat: Attention and distance change interact in threat responding","Arnaudova I, Krypotos AM, Effting M, Kindt M, Beckers T.","Emotion. 2017 Mar;17(2):251-258. doi: 10.1037/emo0000219. Epub 2016 Sep 8.","Arnaudova I","Emotion","2017","2016/09/09","","","10.1037/emo0000219"
"34428788","Patients with Ventromedial Prefrontal Lesions Show an Implicit Approach Bias to Angry Faces","Buades-Rotger M, Solbakk AK, Liebrand M, Endestad T, Funderud I, Siegwardt P, Enter D, Roelofs K, Krämer UM.","J Cogn Neurosci. 2021 May 1;33(6):1069-1081. doi: 10.1162/jocn_a_01706.","Buades-Rotger M","J Cogn Neurosci","2021","2021/08/24","PMC8349144","","10.1162/jocn_a_01706"
"27713693","Patterns of Theta Activity in Limbic Anxiety Circuit Preceding Exploratory Behavior in Approach-Avoidance Conflict","Jacinto LR, Cerqueira JJ, Sousa N.","Front Behav Neurosci. 2016 Sep 22;10:171. doi: 10.3389/fnbeh.2016.00171. eCollection 2016.","Jacinto LR","Front Behav Neurosci","2016","2016/10/08","PMC5031779","","10.3389/fnbeh.2016.00171"
"19962692","Gaze direction differentially affects avoidance tendencies to happy and angry faces in socially anxious individuals","Roelofs K, Putman P, Schouten S, Lange WG, Volman I, Rinck M.","Behav Res Ther. 2010 Apr;48(4):290-4. doi: 10.1016/j.brat.2009.11.008. Epub 2009 Nov 18.","Roelofs K","Behav Res Ther","2010","2009/12/08","","","10.1016/j.brat.2009.11.008"
"29089875","Hit or Run: Exploring Aggressive and Avoidant Reactions to Interpersonal Provocation Using a Novel Fight-or-Escape Paradigm (FOE)","Beyer F, Buades-Rotger M, Claes M, Krämer UM.","Front Behav Neurosci. 2017 Oct 17;11:190. doi: 10.3389/fnbeh.2017.00190. eCollection 2017.","Beyer F","Front Behav Neurosci","2017","2017/11/02","PMC5650963","","10.3389/fnbeh.2017.00190"
